-2.323,0.65192,-0.59371,-0.66742,-0.57631,-4.2987,-6.1704,-0.71818,-7.1306,-4.1224,-6.98,0.19001,-2.9294,-1.4191,-1.3995,-2.2518,-1.8694,-3.9686,-5.3464,-4.3483,-6.4693,-3.9597,-5.8931,-2.2817
1.4504,0.83086,1.8452,0.90171,1.6909,0.99618,1.5861,0.5914,1.7203,1.0118,1.644,0.85733,1.4605,0.93442,1.4472,0.97033,1.4463,1.016,1.5433,0.97058,1.6045,1.0161,1.5706,0.97157
-0.64538,-2.2518,-2.2857,-1.5147,-2.0817,0.62994,1.046,2.1229,2.5266,0.3655,1.6831,-1.9367,-0.43369,-1.2079,-1.043,-0.83597,-0.79544,0.20874,0.58828,0.87707,1.2482,0.20059,0.88047,-0.82188
1.9366,-11.248,-5.4385,-7.8293,-4.5011,1.904,9.8493,8.7798,16.858,0.69687,12.812,-9.7743,2.922,-6.4337,0.13875,-4.7323,1.2405,0.0070242,7.6917,3.0522,10.781,-0.028453,9.0699,-4.6668
0.020901,-18.577,-7.6307,-11.778,-6.4347,-1.6749,7.1677,4.4496,19.741,-2.6889,10.825,-15.092,0.77749,-9.9087,-1.5587,-7.9355,-0.55085,-3.3075,4.9709,-0.76868,8.2139,-3.34,6.3427,-7.8643
-0.10694,-6.7358,-2.6728,-5.5013,-2.3793,-0.79486,3.683,1.8061,6.4467,-1.4448,4.9356,-6.2341,0.33346,-4.9295,-0.76839,-4.1841,-0.35974,-1.8266,2.6965,-0.19124,4.0898,-1.8462,3.3337,-4.1544
-5.4,-2.8384,-4.9278,-2.4874,-5.2058,1.2445,-2.8613,0.30965,0.82927,0.56357,-1.3867,-2.7507,-5.2172,-2.1987,-5.6109,-1.7367,-5.5009,0.18655,-3.7712,1.9356,-2.4251,0.16741,-3.2064,-1.7165
4.2844,4.9589,10.55,3.5514,9.9347,0.2297,1.6723,-4.9738,10.758,0.42351,4.5803,4.4163,3.4156,2.8775,5.9763,2.0556,4.9203,0.45798,0.75027,-0.7616,2.9605,0.4619,1.0637,2.0248
3.7038,2.6464,6.8072,1.4358,6.3933,-2.097,0.7886,-4.6664,-1.5478,-1.6469,-0.21662,2.1256,3.3219,0.93949,4.433,0.34129,3.9777,-1.3817,1.5515,-2.5213,0.46887,-1.3679,1.0592,0.31815
7.759,5.2248,16.946,2.7526,14.775,-4.2607,1.9136,-9.7447,-2.7289,-3.3594,-0.046784,4.1508,6.9628,1.7574,9.3332,0.55757,8.3406,-2.8328,3.4103,-5.1206,1.2821,-2.8056,2.4484,0.51201
-0.41968,0.32131,1.3143,0.51774,0.9059,-0.010544,-0.38247,-2.1357,1.716,0.05835,-0.22812,0.46566,-0.30798,0.44467,-0.39383,0.2451,-0.44447,0.011672,-0.29424,-0.20738,-0.35933,0.0071918,-0.37391,0.22873
0.090689,0.71338,0.8499,0.47679,0.71026,-0.20905,-0.29559,-1.046,-0.50454,-0.14739,-0.48316,0.63256,0.10801,0.34069,0.16145,0.15672,0.10327,-0.13472,-0.10318,-0.30413,-0.36428,-0.13461,-0.23079,0.14965
